Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q,,,
m,s,s,s,m,,°,m,m,s,s,s,m,m,,,,,,m,m,m,,m,m,m,m3/s/m,,,
0.113,2.640,1.560,2.400,0.720,1000,0,0.720,0.113,2.640,1.560,2.400,0.720,0.000,1.00,4.00,4.00,4.00,6.23,0.100,0.600,0.000,0.00,0.600,0.100,0.000,1.012E-03,,,
0.124,1.920,1.480,1.745,0.720,1000,0,0.720,0.124,1.920,1.480,1.745,0.720,0.000,1.00,4.00,4.00,4.00,6.10,0.100,0.600,0.000,0.00,0.600,0.100,0.000,6.882E-04,,,
0.121,1.610,1.340,1.464,0.720,1000,0,0.720,0.121,1.610,1.340,1.464,0.720,0.000,1.00,4.00,4.00,4.00,6.13,0.100,0.600,0.000,0.00,0.600,0.100,0.000,4.185E-04,,,
0.115,1.410,1.180,1.282,0.720,1000,0,0.720,0.115,1.410,1.180,1.282,0.720,0.000,1.00,4.00,4.00,4.00,6.20,0.100,0.600,0.000,0.00,0.600,0.100,0.000,1.318E-04,,,
0.119,1.240,1.090,1.127,0.720,1000,0,0.720,0.119,1.240,1.090,1.127,0.720,0.000,1.00,4.00,4.00,4.00,6.15,0.100,0.600,0.000,0.00,0.600,0.100,0.000,9.250E-05,,,
0.101,2.480,2.067,2.255,0.600,1000,0,0.600,0.101,2.480,2.067,2.255,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.310,0.000,0.000,0.00,0.000,0.310,0.000,2.794E-06,,,
0.143,2.210,1.842,2.009,0.600,1000,0,0.600,0.143,2.210,1.842,2.009,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.310,0.000,0.000,0.00,0.000,0.310,0.000,2.382E-05,,,
0.164,1.950,1.625,1.773,0.600,1000,0,0.600,0.164,1.950,1.625,1.773,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.310,0.000,0.000,0.00,0.000,0.310,0.000,4.373E-05,,,
0.182,1.820,1.517,1.655,0.600,1000,0,0.600,0.182,1.820,1.517,1.655,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.310,0.000,0.000,0.00,0.000,0.310,0.000,5.245E-05,,,
0.194,1.740,1.450,1.582,0.600,1000,0,0.600,0.194,1.740,1.450,1.582,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.310,0.000,0.000,0.00,0.000,0.310,0.000,4.218E-05,,,
0.105,1.780,1.483,1.618,0.600,1000,0,0.600,0.105,1.780,1.483,1.618,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.260,0.000,0.000,0.00,0.000,0.260,0.000,6.673E-06,,,
0.158,1.700,1.417,1.545,0.600,1000,0,0.600,0.158,1.700,1.417,1.545,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.260,0.000,0.000,0.00,0.000,0.260,0.000,5.081E-05,,,
0.100,2.480,2.067,2.255,0.600,1000,0,0.600,0.100,2.480,2.067,2.255,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.260,0.000,0.000,0.00,0.000,0.260,0.000,3.570E-05,,,
0.165,1.550,1.292,1.409,0.600,1000,0,0.600,0.165,1.550,1.292,1.409,0.600,0.000,1.00,4.00,4.00,4.00,4.00,0.260,0.000,0.000,0.00,0.000,0.260,0.000,4.032E-05,,,
0.143,2.190,1.825,1.991,0.600,1000,0,0.600,0.143,2.190,1.825,1.991,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,2.433E-05,,,
0.173,1.950,1.625,1.754,0.600,1000,0,0.600,0.173,1.950,1.625,1.754,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,8.500E-05,,,
0.185,1.880,1.567,1.709,0.600,1000,0,0.600,0.185,1.880,1.567,1.709,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,9.655E-05,,,
0.190,1.750,1.458,1.591,0.600,1000,0,0.600,0.190,1.750,1.458,1.591,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,9.831E-05,,,
0.171,1.690,1.408,1.536,0.600,1000,0,0.600,0.171,1.690,1.408,1.536,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,4.126E-05,,,
0.100,1.760,1.467,1.600,0.600,1000,0,0.600,0.100,1.760,1.467,1.600,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.270,0.000,0.000,0.00,0.000,0.270,0.000,4.240E-05,,,
0.103,1.380,1.150,1.255,0.600,1000,0,0.600,0.103,1.380,1.150,1.255,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.270,0.000,0.000,0.00,0.000,0.270,0.000,7.186E-06,,,
0.144,1.570,1.308,1.427,0.600,1000,0,0.600,0.144,1.570,1.308,1.427,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.270,0.000,0.000,0.00,0.000,0.270,0.000,1.038E-04,,,
0.114,1.570,1.308,1.427,0.600,1000,0,0.600,0.114,1.570,1.308,1.427,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.270,0.000,0.000,0.00,0.000,0.270,0.000,3.816E-05,,,
0.135,1.690,1.408,1.536,0.600,1000,0,0.600,0.135,1.690,1.408,1.536,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.270,0.000,0.000,0.00,0.000,0.270,0.000,1.105E-04,,,
0.154,1.880,1.567,1.709,0.600,1000,0,0.600,0.154,1.880,1.567,1.709,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,2.711E-05,,,
0.117,2.560,2.133,2.327,0.600,1000,0,0.600,0.117,2.560,2.133,2.327,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,2.597E-06,,,
0.117,2.560,2.133,2.327,0.600,1000,0,0.600,0.117,2.560,2.133,2.327,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,1.140E-05,,,
0.143,2.200,1.833,2.000,0.600,1000,0,0.600,0.143,2.200,1.833,2.000,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,5.846E-05,,,
0.171,1.950,1.625,1.773,0.600,1000,0,0.600,0.171,1.950,1.625,1.773,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,1.901E-04,,,
0.189,1.750,1.458,1.591,0.600,1000,0,0.600,0.189,1.750,1.458,1.591,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,1.890E-04,,,
0.172,1.740,1.450,1.582,0.730,1000,0,0.730,0.172,1.740,1.450,1.582,0.730,0.000,1.00,3.00,3.00,3.00,5.09,0.220,1.000,0.130,0.00,1.000,0.220,0.000,4.846E-05,,,
0.140,2.100,1.750,1.909,0.730,1000,0,0.730,0.140,2.100,1.750,1.909,0.730,0.000,1.00,3.00,3.00,3.00,5.38,0.220,1.000,0.130,0.00,1.000,0.220,0.000,7.933E-05,,,
0.141,2.130,1.775,1.936,0.680,1000,0,0.680,0.141,2.130,1.775,1.936,0.680,0.000,1.00,3.00,3.00,3.00,5.36,0.270,1.000,0.080,0.00,1.000,0.270,0.000,5.657E-06,,,
0.173,1.970,1.642,1.791,0.680,1000,0,0.680,0.173,1.970,1.642,1.791,0.680,0.000,1.00,3.00,3.00,3.00,4.93,0.270,1.000,0.080,0.00,1.000,0.270,0.000,1.626E-05,,,
0.175,1.820,1.517,1.655,0.680,1000,0,0.680,0.175,1.820,1.517,1.655,0.680,0.000,1.00,3.00,3.00,3.00,4.90,0.270,1.000,0.080,0.00,1.000,0.270,0.000,1.024E-05,,,
0.170,1.720,1.433,1.564,0.680,1000,0,0.680,0.170,1.720,1.433,1.564,0.680,0.000,1.00,3.00,3.00,3.00,4.96,0.270,1.000,0.080,0.00,1.000,0.270,0.000,2.556E-06,,,
0.100,1.860,1.550,1.691,0.680,1000,0,0.680,0.100,1.860,1.550,1.691,0.680,0.000,1.00,3.00,3.00,3.00,6.70,0.120,1.000,0.080,0.00,1.000,0.120,0.000,7.116E-05,,,
0.101,1.880,1.567,1.709,0.600,1000,0,0.600,0.101,1.880,1.567,1.709,0.600,0.000,1.00,3.00,3.00,3.00,6.30,0.200,1.000,0.000,0.00,1.000,0.200,0.000,2.277E-06,,,
0.165,1.650,1.375,1.500,0.600,1000,0,0.600,0.165,1.650,1.375,1.500,0.600,0.000,1.00,3.00,3.00,3.00,5.23,0.200,1.000,0.000,0.00,1.000,0.200,0.000,8.692E-05,,,
0.190,1.740,1.450,1.582,0.600,1000,0,0.600,0.190,1.740,1.450,1.582,0.600,0.000,1.00,3.00,3.00,3.00,5.06,0.200,1.000,0.000,0.00,1.000,0.200,0.000,1.641E-04,,,
0.195,1.880,1.567,1.709,0.600,1000,0,0.600,0.195,1.880,1.567,1.709,0.600,0.000,1.00,3.00,3.00,3.00,5.03,0.200,1.000,0.000,0.00,1.000,0.200,0.000,1.916E-04,,,
0.168,1.880,1.567,1.709,0.600,1000,0,0.600,0.168,1.880,1.567,1.709,0.600,0.000,1.00,3.00,3.00,3.00,5.21,0.200,1.000,0.000,0.00,1.000,0.200,0.000,1.203E-04,,,
0.141,2.210,1.842,2.009,0.600,1000,0,0.600,0.141,2.210,1.842,2.009,0.600,0.000,1.00,3.00,3.00,3.00,5.43,0.200,1.000,0.000,0.00,1.000,0.200,0.000,7.566E-05,,,
0.102,2.450,2.042,2.227,0.600,1000,0,0.600,0.102,2.450,2.042,2.227,0.600,0.000,1.00,3.00,3.00,3.00,6.27,0.200,1.000,0.000,0.00,1.000,0.200,0.000,1.089E-05,,,
0.141,2.100,1.750,1.909,0.520,1000,0,0.520,0.141,2.100,1.750,1.909,0.520,0.000,1.00,3.00,3.00,3.00,5.36,0.280,1.000,-0.080,0.00,1.000,0.280,0.000,9.958E-06,,,
0.165,1.800,1.500,1.636,0.520,1000,0,0.520,0.165,1.800,1.500,1.636,0.520,0.000,1.00,3.00,3.00,3.00,5.02,0.280,1.000,-0.080,0.00,1.000,0.280,0.000,2.373E-05,,,
0.182,1.880,1.567,1.709,0.600,1000,0,0.600,0.182,1.880,1.567,1.709,0.600,0.000,1.00,3.00,3.00,3.00,5.11,0.200,1.000,0.000,0.00,1.000,0.200,0.000,1.416E-04,,,
0.149,1.640,1.367,1.491,0.600,1000,0,0.600,0.149,1.640,1.367,1.491,0.600,0.000,1.00,3.00,3.00,3.00,5.36,0.200,1.000,0.000,0.00,1.000,0.200,0.000,3.578E-05,,,
0.166,1.790,1.492,1.627,0.520,1000,0,0.520,0.166,1.790,1.492,1.627,0.520,0.000,1.00,3.00,3.00,3.00,3.80,0.322,0.400,-0.080,0.00,0.400,0.322,0.000,2.652E-05,,,
0.144,2.150,1.792,1.955,0.520,1000,0,0.520,0.144,2.150,1.792,1.955,0.520,0.000,1.00,3.00,3.00,3.00,3.93,0.322,0.400,-0.080,0.00,0.400,0.322,0.000,9.997E-06,,,
0.101,2.560,2.133,2.327,0.600,1000,0,0.600,0.101,2.560,2.133,2.327,0.600,0.000,1.00,3.00,3.00,3.00,4.32,0.242,0.400,0.000,0.00,0.400,0.242,0.000,1.531E-05,,,
0.141,2.160,1.800,1.964,0.600,1000,0,0.600,0.141,2.160,1.800,1.964,0.600,0.000,1.00,3.00,3.00,3.00,3.95,0.242,0.400,0.000,0.00,0.400,0.242,0.000,8.364E-05,,,
0.173,1.960,1.633,1.782,0.600,1000,0,0.600,0.173,1.960,1.633,1.782,0.600,0.000,1.00,3.00,3.00,3.00,3.80,0.242,0.400,0.000,0.00,0.400,0.242,0.000,1.868E-04,,,
0.184,1.840,1.533,1.673,0.600,1000,0,0.600,0.184,1.840,1.533,1.673,0.600,0.000,1.00,3.00,3.00,3.00,3.77,0.242,0.400,0.000,0.00,0.400,0.242,0.000,1.874E-04,,,
0.196,1.760,1.467,1.600,0.600,1000,0,0.600,0.196,1.760,1.467,1.600,0.600,0.000,1.00,3.00,3.00,3.00,3.75,0.242,0.400,0.000,0.00,0.400,0.242,0.000,2.205E-04,,,
0.173,1.710,1.425,1.555,0.600,1000,0,0.600,0.173,1.710,1.425,1.555,0.600,0.000,1.00,3.00,3.00,3.00,3.80,0.242,0.400,0.000,0.00,0.400,0.242,0.000,9.868E-05,,,
0.103,1.780,1.483,1.618,0.600,1000,0,0.600,0.103,1.780,1.483,1.618,0.600,0.000,1.00,3.00,3.00,3.00,4.29,0.242,0.400,0.000,0.00,0.400,0.242,0.000,7.489E-07,,,
0.100,1.710,1.425,1.555,0.680,1000,0,0.680,0.100,1.710,1.425,1.555,0.680,0.000,1.00,3.00,3.00,3.00,4.33,0.162,0.400,0.080,0.00,0.400,0.162,0.000,7.572E-05,,,
0.172,1.710,1.425,1.555,0.680,1000,0,0.680,0.172,1.710,1.425,1.555,0.680,0.000,1.00,3.00,3.00,3.00,3.78,0.352,0.400,0.080,0.00,0.400,0.352,0.000,8.103E-06,,,
0.184,1.890,1.575,1.718,0.680,1000,0,0.680,0.184,1.890,1.575,1.718,0.680,0.000,1.00,3.00,3.00,3.00,3.72,0.352,0.400,0.080,0.00,0.400,0.352,0.000,2.919E-05,,,
0.170,1.950,1.625,1.773,0.680,1000,0,0.680,0.170,1.950,1.625,1.773,0.680,0.000,1.00,3.00,3.00,3.00,3.78,0.352,0.400,0.080,0.00,0.400,0.352,0.000,1.788E-05,,,
0.141,2.200,1.833,2.000,0.680,1000,0,0.680,0.141,2.200,1.833,2.000,0.680,0.000,1.00,3.00,3.00,3.00,3.95,0.352,0.400,0.080,0.00,0.400,0.352,0.000,7.987E-06,,,
0.144,2.170,1.808,1.973,0.730,1000,0,0.730,0.144,2.170,1.808,1.973,0.730,0.000,1.00,3.00,3.00,3.00,3.93,0.302,0.400,0.130,0.00,0.400,0.302,0.000,6.405E-05,,,
0.174,1.730,1.442,1.573,0.730,1000,0,0.730,0.174,1.730,1.442,1.573,0.730,0.000,1.00,3.00,3.00,3.00,3.77,0.302,0.400,0.130,0.00,0.400,0.302,0.000,5.440E-05,,,
0.152,1.660,1.383,1.509,0.600,1000,0,0.600,0.152,1.660,1.383,1.509,0.600,0.000,1.00,3.00,3.00,3.00,3.88,0.242,0.400,0.000,0.00,0.400,0.242,0.000,3.861E-05,,,
0.099,1.820,1.517,1.655,0.680,1000,0,0.680,0.099,1.820,1.517,1.655,0.680,0.000,1.00,3.00,3.00,3.00,4.35,0.162,0.400,0.080,0.00,0.400,0.162,0.000,7.119E-05,,,
0.103,2.480,2.067,2.255,0.600,1000,0,0.600,0.103,2.480,2.067,2.255,0.600,0.000,1.00,4.00,4.00,4.00,5.29,0.280,0.400,0.000,0.00,0.400,0.280,0.000,9.938E-07,,,
0.143,2.210,1.842,2.009,0.600,1000,0,0.600,0.143,2.210,1.842,2.009,0.600,0.000,1.00,4.00,4.00,4.00,4.93,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.869E-06,,,
0.167,1.990,1.658,1.809,0.600,1000,0,0.600,0.167,1.990,1.658,1.809,0.600,0.000,1.00,4.00,4.00,4.00,4.80,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.159E-05,,,
0.183,1.860,1.550,1.691,0.600,1000,0,0.600,0.183,1.860,1.550,1.691,0.600,0.000,1.00,4.00,4.00,4.00,4.73,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.185E-05,,,
0.198,1.740,1.450,1.582,0.600,1000,0,0.600,0.198,1.740,1.450,1.582,0.600,0.000,1.00,4.00,4.00,4.00,4.69,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.807E-05,,,
0.107,1.780,1.483,1.618,0.600,1000,0,0.600,0.107,1.780,1.483,1.618,0.600,0.000,1.00,4.00,4.00,4.00,5.25,0.280,0.400,0.000,0.00,0.400,0.280,0.000,0.000E+00,,,
0.165,1.740,1.450,1.582,0.600,1000,0,0.600,0.165,1.740,1.450,1.582,0.600,0.000,1.00,4.00,4.00,4.00,4.81,0.280,0.400,0.000,0.00,0.400,0.280,0.000,2.778E-06,,,
0.103,1.820,1.517,1.655,0.680,1000,0,0.680,0.103,1.820,1.517,1.655,0.680,0.000,1.00,4.00,4.00,4.00,5.29,0.200,0.400,0.080,0.00,0.400,0.200,0.000,1.366E-06,,,
0.135,2.100,1.750,1.909,0.680,1000,0,0.680,0.135,2.100,1.750,1.909,0.680,0.000,1.00,4.00,4.00,4.00,4.99,0.200,0.400,0.080,0.00,0.400,0.200,0.000,1.059E-04,,,
0.169,1.950,1.625,1.773,0.680,1000,0,0.680,0.169,1.950,1.625,1.773,0.680,0.000,1.00,4.00,4.00,4.00,4.88,0.200,0.400,0.080,0.00,0.400,0.200,0.000,1.522E-04,,,
0.185,1.820,1.517,1.655,0.680,1000,0,0.680,0.185,1.820,1.517,1.655,0.680,0.000,1.00,4.00,4.00,4.00,4.84,0.200,0.400,0.080,0.00,0.400,0.200,0.000,1.910E-04,,,
0.167,1.710,1.425,1.555,0.680,1000,0,0.680,0.167,1.710,1.425,1.555,0.680,0.000,1.00,4.00,4.00,4.00,4.89,0.200,0.400,0.080,0.00,0.400,0.200,0.000,7.434E-05,,,
0.139,2.210,1.842,2.009,0.760,1000,0,0.760,0.139,2.210,1.842,2.009,0.760,0.000,1.00,4.00,4.00,4.00,4.96,0.290,0.400,0.160,0.00,0.400,0.290,0.000,2.278E-05,,,
0.163,1.740,1.450,1.582,0.760,1000,0,0.760,0.163,1.740,1.450,1.582,0.760,0.000,1.00,4.00,4.00,4.00,4.82,0.290,0.400,0.160,0.00,0.400,0.290,0.000,7.052E-06,,,
0.145,2.100,1.750,1.909,0.520,1000,0,0.520,0.145,2.100,1.750,1.909,0.520,0.000,1.00,4.00,4.00,4.00,4.92,0.360,0.400,-0.080,0.00,0.400,0.360,0.000,0.000E+00,,,
0.162,1.820,1.517,1.655,0.520,1000,0,0.520,0.162,1.820,1.517,1.655,0.520,0.000,1.00,4.00,4.00,4.00,4.82,0.360,0.400,-0.080,0.00,0.400,0.360,0.000,1.951E-07,,,
0.176,1.950,1.625,1.773,0.680,1000,0,0.680,0.176,1.950,1.625,1.773,0.680,0.000,1.00,4.00,4.00,4.00,4.76,0.370,0.400,0.080,0.00,0.400,0.370,0.000,1.216E-06,,,
0.129,2.820,2.350,2.564,0.600,1000,0,0.600,0.129,2.820,2.350,2.564,0.600,0.000,1.00,4.00,4.00,4.00,5.03,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.812E-05,,,
0.168,2.000,1.667,1.818,0.600,1000,0,0.600,0.168,2.000,1.667,1.818,0.600,0.000,1.00,4.00,4.00,4.00,4.79,0.280,0.400,0.000,0.00,0.400,0.280,0.000,8.261E-06,,,
0.184,1.860,1.550,1.691,0.600,1000,0,0.600,0.184,1.860,1.550,1.691,0.600,0.000,1.00,4.00,4.00,4.00,4.72,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.472E-05,,,
0.173,2.210,1.842,2.009,0.600,1000,0,0.600,0.173,2.210,1.842,2.009,0.600,0.000,1.00,4.00,4.00,4.00,4.77,0.280,0.400,0.000,0.00,0.400,0.280,0.000,1.441E-05,,,
0.140,2.480,2.067,2.255,0.600,1000,0,0.600,0.140,2.480,2.067,2.255,0.600,0.000,1.00,4.00,4.00,4.00,4.95,0.280,0.400,0.000,0.00,0.400,0.280,0.000,2.108E-05,,,
0.144,2.100,1.750,1.909,0.520,1000,0,0.520,0.144,2.100,1.750,1.909,0.520,0.000,1.00,4.00,4.00,4.00,6.31,0.270,1.000,-0.080,0.00,1.000,0.270,0.000,4.727E-06,,,
0.165,1.820,1.517,1.655,0.520,1000,0,0.520,0.165,1.820,1.517,1.655,0.520,0.000,1.00,4.00,4.00,4.00,6.02,0.270,1.000,-0.080,0.00,1.000,0.270,0.000,7.478E-06,,,
0.102,2.480,2.067,2.255,0.600,1000,0,0.600,0.102,2.480,2.067,2.255,0.600,0.000,1.00,4.00,4.00,4.00,7.27,0.190,1.000,0.000,0.00,1.000,0.190,0.000,9.110E-06,,,
0.142,2.210,1.842,2.009,0.600,1000,0,0.600,0.142,2.210,1.842,2.009,0.600,0.000,1.00,4.00,4.00,4.00,6.48,0.190,1.000,0.000,0.00,1.000,0.190,0.000,5.189E-05,,,
0.168,1.910,1.592,1.736,0.600,1000,0,0.600,0.168,1.910,1.592,1.736,0.600,0.000,1.00,4.00,4.00,4.00,6.26,0.190,1.000,0.000,0.00,1.000,0.190,0.000,7.573E-05,,,
0.183,1.860,1.550,1.691,0.600,1000,0,0.600,0.183,1.860,1.550,1.691,0.600,0.000,1.00,4.00,4.00,4.00,6.15,0.190,1.000,0.000,0.00,1.000,0.190,0.000,1.132E-04,,,
0.191,1.740,1.450,1.582,0.600,1000,0,0.600,0.191,1.740,1.450,1.582,0.600,0.000,1.00,4.00,4.00,4.00,6.10,0.190,1.000,0.000,0.00,1.000,0.190,0.000,1.430E-04,,,
0.105,1.860,1.550,1.691,0.600,1000,0,0.600,0.105,1.860,1.550,1.691,0.600,0.000,1.00,4.00,4.00,4.00,7.17,0.190,1.000,0.000,0.00,1.000,0.190,0.000,1.396E-06,,,
0.166,1.740,1.450,1.582,0.600,1000,0,0.600,0.166,1.740,1.450,1.582,0.600,0.000,1.00,4.00,4.00,4.00,6.28,0.190,1.000,0.000,0.00,1.000,0.190,0.000,4.770E-05,,,
0.172,1.950,1.625,1.773,0.680,1000,0,0.680,0.172,1.950,1.625,1.773,0.680,0.000,1.00,4.00,4.00,4.00,5.97,0.250,1.000,0.080,0.00,1.000,0.250,0.000,7.775E-06,,,
0.186,1.820,1.517,1.655,0.680,1000,0,0.680,0.186,1.820,1.517,1.655,0.680,0.000,1.00,4.00,4.00,4.00,5.89,0.250,1.000,0.080,0.00,1.000,0.250,0.000,4.653E-06,,,
0.165,1.740,1.450,1.582,0.680,1000,0,0.680,0.165,1.740,1.450,1.582,0.680,0.000,1.00,4.00,4.00,4.00,6.02,0.250,1.000,0.080,0.00,1.000,0.250,0.000,4.810E-07,,,
0.103,1.860,1.550,1.691,0.680,1000,0,0.680,0.103,1.860,1.550,1.691,0.680,0.000,1.00,4.00,4.00,4.00,7.24,0.250,1.000,0.080,0.00,1.000,0.250,0.000,0.000E+00,,,
0.141,2.160,1.800,1.964,0.680,1000,0,0.680,0.141,2.160,1.800,1.964,0.680,0.000,1.00,4.00,4.00,4.00,6.36,0.250,1.000,0.080,0.00,1.000,0.250,0.000,5.859E-07,,,
0.139,2.100,1.750,1.909,0.730,1000,0,0.730,0.139,2.100,1.750,1.909,0.730,0.000,1.00,4.00,4.00,4.00,6.45,0.200,1.000,0.130,0.00,1.000,0.200,0.000,5.353E-05,,,
0.171,1.740,1.450,1.582,0.730,1000,0,0.730,0.171,1.740,1.450,1.582,0.730,0.000,1.00,4.00,4.00,4.00,6.19,0.200,1.000,0.130,0.00,1.000,0.200,0.000,3.181E-05,,,
0.103,1.780,1.483,1.618,0.680,1000,0,0.680,0.103,1.780,1.483,1.618,0.680,0.000,1.00,4.00,4.00,4.00,7.78,0.110,1.000,0.080,0.00,1.000,0.110,0.000,7.925E-05,,,
0.122,2.550,2.125,2.318,0.600,1000,0,0.600,0.122,2.550,2.125,2.318,0.600,0.000,0.45,3.00,3.00,3.00,3.00,0.220,0.000,0.000,0.00,0.000,0.220,0.000,3.314E-06,,,
0.147,2.170,1.808,1.973,0.600,1000,0,0.600,0.147,2.170,1.808,1.973,0.600,0.000,0.45,3.00,3.00,3.00,3.00,0.220,0.000,0.000,0.00,0.000,0.220,0.000,3.981E-06,,,
0.178,1.987,1.656,1.806,0.600,1000,0,0.600,0.178,1.987,1.656,1.806,0.600,0.000,0.45,3.00,3.00,3.00,3.00,0.220,0.000,0.000,0.00,0.000,0.220,0.000,1.572E-05,,,
0.197,1.760,1.467,1.600,0.600,1000,0,0.600,0.197,1.760,1.467,1.600,0.600,0.000,0.45,3.00,3.00,3.00,3.00,0.220,0.000,0.000,0.00,0.000,0.220,0.000,3.965E-05,,,
0.181,2.360,1.967,2.145,0.530,100,0,0.180,0.107,,,2.145,0.180,0.000,1.00,3.00,3.00,3.00,3.00,0.320,0.000,0.000,0.00,0.000,0.320,0.000,1.448E-05,,,
0.186,1.710,1.425,1.555,0.530,100,0,0.180,0.105,,,1.555,0.180,0.000,1.00,3.00,3.00,3.00,3.00,0.320,0.000,0.000,0.00,0.000,0.320,0.000,5.702E-07,,,
0.121,2.800,2.333,2.545,0.530,100,0,0.180,0.105,,,2.545,0.180,0.000,1.00,3.00,3.00,3.00,3.00,0.320,0.000,0.000,0.00,0.000,0.320,0.000,1.221E-05,,,
0.134,1.970,1.642,1.694,0.530,100,0,0.180,0.105,,,1.694,0.180,0.000,1.00,3.00,3.00,3.00,3.00,0.320,0.000,0.000,0.00,0.000,0.320,0.000,2.457E-06,,,
0.193,2.090,1.742,1.900,0.640,100,0,0.290,0.156,,,1.900,0.290,0.000,1.00,3.00,3.00,3.00,3.00,0.390,0.000,0.000,0.00,0.000,0.390,0.000,4.419E-05,,,
0.196,1.810,1.508,1.645,0.640,100,0,0.290,0.152,,,1.645,0.290,0.000,1.00,3.00,3.00,3.00,3.00,0.390,0.000,0.000,0.00,0.000,0.390,0.000,5.751E-06,,,
0.148,2.210,1.842,2.009,0.640,100,0,0.290,0.144,,,2.009,0.290,0.000,1.00,3.00,3.00,3.00,3.00,0.390,0.000,0.000,0.00,0.000,0.390,0.000,1.262E-05,,,
0.095,2.520,2.100,2.291,0.640,100,0,0.290,0.104,,,2.291,0.290,0.000,1.00,3.00,3.00,3.00,3.00,0.390,0.000,0.000,0.00,0.000,0.390,0.000,5.399E-07,,,
0.220,1.700,1.417,1.545,0.680,100,0,0.330,0.168,,,1.545,0.330,0.000,1.00,3.00,3.00,3.00,3.00,0.350,0.000,0.000,0.00,0.000,0.350,0.000,5.804E-05,,,
0.215,1.790,1.492,1.627,0.760,100,0,0.410,0.190,,,1.627,0.410,0.000,1.00,3.00,3.00,3.00,3.00,0.360,0.000,0.000,0.00,0.000,0.360,0.000,1.468E-04,,,
0.138,2.100,1.750,1.909,0.760,100,0,0.410,0.139,,,1.909,0.410,0.000,1.00,3.00,3.00,3.00,3.00,0.360,0.000,0.000,0.00,0.000,0.360,0.000,4.586E-05,,,
0.146,1.720,1.433,1.564,0.760,100,0,0.410,0.134,,,1.564,0.410,0.000,1.00,3.00,3.00,3.00,3.00,0.360,0.000,0.000,0.00,0.000,0.360,0.000,2.283E-06,,,
0.112,1.800,1.500,1.636,0.760,100,0,0.410,0.108,,,1.636,0.410,0.000,1.00,3.00,3.00,3.00,3.00,0.360,0.000,0.000,0.00,0.000,0.360,0.000,1.828E-06,,,
0.190,1.860,1.550,1.593,0.950,100,0,0.600,0.177,,,1.593,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,4.664E-05,,,
0.194,1.660,1.383,1.509,0.950,100,0,0.600,0.173,,,1.509,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,2.722E-05,,,
0.154,1.610,1.342,1.464,0.950,100,0,0.600,0.137,,,1.464,0.600,0.000,1.00,3.00,3.00,3.00,3.00,0.370,0.000,0.000,0.00,0.000,0.370,0.000,5.695E-06,,,
